Reference,Colour_Description,Breed_Description,Animal_Name,Gender,Suburb
150646,Grey,Akita,KHODIE,Female,DAVOREN PARK
150647,Black/White,Jack Russell Terrier X,MITZI,Female,ANGLE VALE
150649,Tri-Colored,Border Collie,NAHLA,Female,ELIZABETH
150650,Black/White,Poodle X,ROXY,Desexed Female,ANGLE VALE
150651,Tri-Colored,Shih Tzu,MINNIE,Desexed Female,ELIZABETH GROVE
150652,Tan,Australian Kelpie X,TWISTER,Desexed Male,ELIZABETH VALE
150653,Gold,Labrador Retriever,ROXY,Desexed Female,ANGLE VALE
150654,Black,Cavalier King Charles Spaniel,CHERRY,Female,HILLBANK
150655,White/Brown,Jack Russell Terrier X,POLLY,Desexed Female,DAVOREN PARK
150657,Brindle/White,American Staffordshire Terrier Cross,LOKA,Desexed Female,HILLBANK
150658,Gold,Golden Retriever X,SPOT,Desexed Male,CRAIGMORE
150659,Tri-Colored,Pomeranian X,HARVEY,Male,CRAIGMORE
150665,Brown,Akita X,BELLA,Female,ANDREWS FARM
150666,Tan/White,Chihuahua X,MAX,Desexed Male,ANDREWS FARM
150667,Tan/White,Chihuahua X,MEG,Desexed Female,ANDREWS FARM
150669,Red,Poodle X,NARLAH,Female,MUNNO PARA WEST
150670,Black /Tan,Australian Silky Terrier,LEELA,Female,MACDONALD PARK
150671,White,Maltese X,TOBY,Male,MACDONALD PARK
150673,Tan,Poodle X,BUSTER,Desexed Male,CRAIGMORE
150674,Tan,Poodle X,MAX,Desexed Male,CRAIGMORE
150676,Brown/White,Cavalier King Charles Spaniel,MAX,Desexed Male,BLAKEVIEW
150679,Black,American Staffordshire Terrier Cross,RUBY,Female,CRAIGMORE
150685,Brown/White,Staffordshire Bull Terrier X,CLOE-JANE,Female,ELIZABETH EAST
150686,Brown/White,Staffordshire Bull Terrier X,PENNY-LANE,Desexed Female,ELIZABETH EAST
150688,White,Poodle X,BRUCY,Desexed Male,MUNNO PARA
150689,Brown,Shar Pei,BEEMA,Male,VIRGINIA
150690,Black/White,Akita,ENDO,Female,VIRGINIA
150691,Grey/Black,Golden Retriever X,APOLLO,Male,SMITHFIELD PLAINS
150692,White,Maltese X,BENJI,Desexed Male,ELIZABETH NORTH
150693,Red,Mastiff,HOOCH,Desexed Male,DAVOREN PARK
150694,Tan,Shar Pei X,KIESHA,Female,DAVOREN PARK
150695,Brown/White,Chihuahua X,TEDDY,Male,DAVOREN PARK
150696,Black/White,Tenterfield Terrier,BUDDY,Desexed Male,ELIZABETH NORTH
150697,Brown/White,American Staffordshire Terrier Cross,ROCKY,Male,CRAIGMORE
150698,Black,American Staffordshire Terrier Cross,ANGEL,Female,CRAIGMORE
150700,Brown/White,Staffordshire Bull Terrier,Hunny Bunny,Female,ELIZABETH SOUTH
150701,Tan,Mastiff X,HOOCH,Male,DAVOREN PARK
150702,Sable,Jack Russell Terrier X,LEONARD (LENNY),Desexed Male,CRAIGMORE
150704,White,Maltese X,HACHI,Male,CRAIGMORE
150705,Brindle/White,Bulldog,SHANKLY,Desexed Male,HILLBANK
150706,Brown,Weimaraner X,KASEY,Desexed Female,ELIZABETH DOWNS
150707,White,Maltese X,TOBY,Male,CRAIGMORE
150710,Black/Gold,German Shepherd Dog,SABER,Male,CRAIGMORE
150713,Black,Shih Tzu X,EBONY,Desexed Female,HILLBANK
150716,Red,Cavalier King Charles Spaniel,MOLLY,Desexed Female,ELIZABETH DOWNS
150719,White,Beagle X,LILA,Female,HILLBANK
150721,Cream,Golden Retriever,SKILLY,Desexed Female,BLAKEVIEW
150722,Tan,Maltese X,HOLLY,Desexed Female,MUNNO PARA WEST
150723,Grey/White,Alaskan Malamute,HUDSON,Male,ELIZABETH NORTH
150724,Black,Poodle,JASPER,Desexed Male,ELIZABETH NORTH
150725,Chocolate,Australian Cattle Dog,chewie,Desexed Male,BIBARINGA
150726,White/Black,Poodle X,WILLOW,Male,BLAKEVIEW
150727,Black /Tan,Rottweiler X,Lillee,Desexed Female,BLAKEVIEW
150730,Brown/White,Jack Russell Terrier,LENNON,Desexed Male,ANDREWS FARM
150733,Black/Brindle,Labrador Retriever X,CHARLIE,Desexed Female,DAVOREN PARK
150734,Brindle,Staffordshire Bull Terrier,MINI,Desexed Female,CRAIGMORE
150735,Gold,Golden Retriever,OSCAR,Desexed Male,MACDONALD PARK
150736,Black/White,Jack Russell Terrier X,LESTER,Male,SMITHFIELD PLAINS
150738,Red,American Staffordshire Terrier,BENTLEY,Desexed Male,ANDREWS FARM
150739,Tan/White,Maltese X,MACY,Desexed Female,BLAKEVIEW
150742,Black,Maltese X,HARRY,Male,BLAKEVIEW
150743,White,Jack Russell Terrier,PEPPA,Desexed Female,HILLBANK
150745,Light Brown,Poodle X,CoCo,Male,ELIZABETH VALE
150746,Black /Tan,German Shepherd Dog X,ROCKY,Desexed Male,DAVOREN PARK
150749,Black/White,Alaskan Malamute X,ATHENA,Female,DAVOREN PARK
150750,Tan,Jack Russell Terrier X,SANDY,Desexed Female,ELIZABETH NORTH
150753,White/Brown,Maltese X,SOPHIE,Desexed Female,ELIZABETH GROVE
150754,Black/White,Jack Russell Terrier X,BAM BAM,Male,ELIZABETH EAST
150755,Black,Labrador Retriever,BRUCE,Male,MUNNO PARA WEST
150757,White,Maltese X,Sam,Desexed Male,BLAKEVIEW
150759,Apricot,Maltese X,ABBY,Desexed Female,CRAIGMORE
150763,Black/White,Poodle X,EMILY,Female,ELIZABETH EAST
150764,Tan/Black,Australian Cattle Dog X,CINDY,Desexed Female,ANDREWS FARM
150767,Black/White,Staffordshire Bull Terrier,SUPER STAR,Female,BUCKLAND PARK
150768,Black/White,American Staffordshire Terrier,FAMOUS,Female,BUCKLAND PARK
150769,Black/White,American Staffordshire Terrier,WANTED,Male,BUCKLAND PARK
150770,Black/White,American Staffordshire Terrier,CRIMINAL,Male,BUCKLAND PARK
150771,Black/White,American Staffordshire Terrier,BELLA,Female,BUCKLAND PARK
150772,Black/White,American Staffordshire Terrier,RINO,Male,BUCKLAND PARK
150773,Black/White,American Staffordshire Terrier,DONY,Male,BUCKLAND PARK
150777,Gold,Cocker Spaniel,JED,Male,ELIZABETH EAST
150779,Brindle,Staffordshire Bull Terrier X,BULLET,Male,HILLBANK
150781,Ginger,Border Collie X,ROXY,Female,ANDREWS FARM
150783,Black,Labrador Retriever X,NED,Male,CRAIGMORE
150787,White,Maltese,LILLY,Female,CRAIGMORE
150788,Black/White,Tenterfield Terrier X,GOLIATH,Male,HILLBANK
150789,Tan/White,Shih Tzu X,BUNDY,Desexed Male,ELIZABETH NORTH
150790,Black/White,Shih Tzu,AJ,Desexed Male,ELIZABETH NORTH
150794,White,Tenterfield Terrier X,MARLEY,Desexed Male,BLAKEVIEW
150796,Tri-Colored,Cavalier King Charles Spaniel,WILLOW SAGE METHERELL,Female,MUNNO PARA WEST
150798,White,English Springer Spaniel X,ALLY,Female,CRAIGMORE
150800,Black /Tan,German Shepherd Dog,AVA,Desexed Female,MUNNO PARA WEST
150801,Black,Maltese X,ISHMA,Female,CRAIGMORE
150803,White,American Staffordshire Terrier,MARLEY,Desexed Male,MUNNO PARA
150806,Cream,Cocker Spaniel X,ALLIE VELTMAN,Desexed Female,HILLBANK
150809,Tri-Colored,Beagle,MOOSE,Male,ONE TREE HILL
150810,White,American Staffordshire Terrier,MISSISSIA,Female,DAVOREN PARK
150811,Blue,Australian Cattle Dog,PIPER,Female,SMITHFIELD PLAINS
150812,Tan,Rhodesian Ridgeback X,GEMMA,Female,SMITHFIELD PLAINS
150813,Tan/White,Australian Kelpie X,LEXI,Desexed Female,ELIZABETH NORTH
150814,Tri-Colored,Cavalier King Charles Spaniel,HUGO,Desexed Male,BLAKEVIEW
150819,Tan,Maltese X,LILLY,Female,HILLBANK
150820,Black,Mastiff X,JED,Desexed Male,DAVOREN PARK
150821,White,Maltese X,MIMIC,Female,ELIZABETH EAST
150822,Tan,Staffordshire Bull Terrier X,JASPER,Desexed Female,MUNNO PARA
150823,Tan,Chihuahua X,SCRAPPY,Desexed Male,CRAIGMORE
150828,Brown,Akita,HACHIKO,Desexed Male,ELIZABETH PARK
150832,Brown,Jack Russell Terrier X,LUNA,Desexed Female,ELIZABETH EAST
150833,White,Maltese X,LOUIE,Male,CRAIGMORE
150834,Black,Labrador Retriever,JACK,Desexed Male,BLAKEVIEW
150836,Grey,Australian Kelpie,ROCCO,Male,ANDREWS FARM
150838,Silver/Black,Schnauzer (Miniature),LUCY,Desexed Female,MUNNO PARA
150839,Brindle,Bull Terrier,KELLY,Desexed Female,ANGLE VALE
150840,Brown,German Shorthaired Pointer,HURLEY,Male,ELIZABETH DOWNS
150841,Black /Tan,Jack Russell Terrier X,POCKET,Desexed Male,CRAIGMORE
150842,White/Brown,Maltese X,CLIFFORD,Desexed Male,CRAIGMORE
150843,Brown,Labrador Retriever X,JACK,Male,BLAKEVIEW
150845,White,Maltese X,Hurley,Female,BLAKEVIEW
150846,Tan/White,American Staffordshire Terrier,ALI,Male,BLAKEVIEW
150847,Brindle,Bulldog,BELLA,Female,BLAKEVIEW
150848,Black/White,Cocker Spaniel,ABBY,Female,ELIZABETH NORTH
150849,White,Samoyed,TED,Desexed Male,MUNNO PARA WEST
150852,Brown,Lhasa Apso X,CRYSTAL,Female,ANGLE VALE
150854,Blue,Staffordshire Bull Terrier,BELLA,Female,CRAIGMORE
150855,Black /Tan,Australian Silky Terrier,ZEVA,Female,ELIZABETH VALE
150856,Blue/Roan,Cocker Spaniel,OSCAR,Desexed Male,ANDREWS FARM
150859,Gold,Golden Retriever,PEACHES,Female,BLAKEVIEW
150861,Silver,Poodle (Miniature),DOLLY,Female,BLAKEVIEW
150862,Black,Schnauzer,TILLEY,Female,CRAIGMORE
150864,White,Shih Tzu X,ARCHIE,Male,ELIZABETH NORTH
150865,Tri-Colored,Beagle X,Boda,Female,ANGLE VALE
150866,Gold,Cocker Spaniel,BELLA,Female,ELIZABETH NORTH
150867,Black/White,Maltese X,ISABELLA,Female,ELIZABETH VALE
150868,Black /Tan,Fox Terrier (Smooth)  X,SATAN,Male,ELIZABETH NORTH
150869,Red,Cocker Spaniel,SUGAR,Female,ANDREWS FARM
150870,Brindle,Staffordshire Bull Terrier X,FLIK,Female,ELIZABETH VALE
150872,Brindle,Staffordshire Bull Terrier,Cooper,Desexed Male,BLAKEVIEW
150873,Brown/White,Staffordshire Bull Terrier X,RIZZO,Desexed Female,BLAKEVIEW
150874,Blenheim,Cavalier King Charles Spaniel,LOU NICKS,Desexed Male,CRAIGMORE
150875,Brindle,Staffordshire Bull Terrier,BUNDY,Desexed Male,ELIZABETH VALE
150877,Black/White,Maltese X,MITZY ANNE FRANKE,Female,MUNNO PARA
150882,Black /Tan,Chihuahua X,KIKI,Desexed Female,SMITHFIELD PLAINS
150883,White,Maltese,JD,Male,DAVOREN PARK
150884,Red,Australian Cattle Dog X,OSCAR,Desexed Male,CRAIGMORE
150890,Tan,Akita X,ROCKY,Male,SMITHFIELD PLAINS
150897,White,Maltese X,TOBY,Desexed Male,ELIZABETH DOWNS
150901,Fawn,Pug,Marla,Desexed Female,BLAKEVIEW
150902,Gold,Labrador Retriever,BELLA,Desexed Female,BLAKEVIEW
150903,Black/White,Akita,Pandora,Female,ELIZABETH
150904,Blue,American Staffordshire Terrier,Boston,Male,HILLBANK
150907,Brown/White,Cavalier King Charles Spaniel,BABE,Desexed Female,CRAIGMORE
150912,Cream,Maltese X,JORDAN,Male,ELIZABETH DOWNS
150913,Tri-Colored,Australian Cattle Dog,DIESEL,Male,ANDREWS FARM
150917,Black,Australian Kelpie X,JESS,Female,ANGLE VALE
150919,Black,Border Collie X,KELLY,Female,ELIZABETH NORTH
150921,Black,Labrador Retriever X,HOOCH,Desexed Male,ANDREWS FARM
150923,Black/White,Siberian Husky,DUKE,Desexed Male,ELIZABETH PARK
150925,Blue,Staffordshire Bull Terrier,FAITH,Female,ELIZABETH SOUTH
150926,Black/White,Jack Russell Terrier X,BEN,Desexed Male,CRAIGMORE
150927,Brown/White,Jack Russell Terrier,DIGGA,Desexed Male,CRAIGMORE
150928,Black,Staffordshire Bull Terrier X,Nos,Male,BLAKEVIEW
150929,Tan,American Staffordshire Terrier,Bullit,Male,ELIZABETH VALE
150930,Black/White,Jack Russell Terrier X,ASTRO,Desexed Male,DAVOREN PARK
150931,Brown,German Shepherd Dog X,CHEVY,Desexed Female,MUNNO PARA WEST
150932,Black,Labrador Retriever,VICKI,Female,ELIZABETH EAST
150934,Black/Brown,Chihuahua X,MINNI,Female,ELIZABETH PARK
150936,Fawn,Pug X,FLOYD LANE,Desexed Male,ELIZABETH NORTH
150937,Black /Tan,Australian Silky Terrier,EBONY,Desexed Female,MUNNO PARA WEST
150938,Black,Labrador Retriever X,BUDDY,Male,CRAIGMORE
150940,Red,Dogue De Bordeaux,narla,Female,ELIZABETH VALE
150942,Black /Tan,German Shepherd Dog X,SHADOW,Female,CRAIGMORE
150946,White,Maltese X,NIBBER,Desexed Female,ANDREWS FARM
150949,Black/Tan/White,X Breed,BREEZY,Desexed Male,ANDREWS FARM
150950,Black/White,Shih Tzu X,HENRY,Desexed Male,CRAIGMORE
150951,Red/Tan,Australian Kelpie,BUNDY,Male,CRAIGMORE
150955,Tan,Rhodesian Ridgeback X,PEPPER,Female,CRAIGMORE
150956,Tan/White,Maltese X,TARA,Female,SMITHFIELD PLAINS
150959,Black /Tan,Australian Terrier X,MIA,Desexed Female,MUNNO PARA
150960,Brindle/White,Mastiff X,Tallulah,Desexed Female,CRAIGMORE
150961,Black /Tan,German Shepherd Dog,BRODIE,Male,MUNNO PARA WEST
150963,Cream,Shih Tzu X,TOBY,Desexed Female,CRAIGMORE
150965,Brown,Cocker Spaniel X,SCOOBY,Male,ANDREWS FARM
150967,Tan,Staffordshire Bull Terrier X,ROSE,Desexed Female,CRAIGMORE
150969,White,Staffordshire Bull Terrier X,MAX,Desexed Male,ANDREWS FARM
150971,Gold,Labrador Retriever,KIRA,Female,ANGLE VALE
150973,Brindle,Cane Corso,Karma,Male,DAVOREN PARK
150974,Blue,Staffordshire Bull Terrier,Bluey,Male,ANDREWS FARM
150975,Blue,Staffordshire Bull Terrier,Casper,Female,ANDREWS FARM
150976,Tan,Chihuahua X,MONTY-CARLO,Male,ELIZABETH NORTH
150978,Black/White,Maltese X,SWEETIE,Female,CRAIGMORE
150979,Tan/White,Staffordshire Bull Terrier X,TROUBLE,Male,ELIZABETH DOWNS
150980,Silver,Yorkshire Terrier,MILLIE,Desexed Female,ANDREWS FARM
150981,Silver,Yorkshire Terrier,KHLOE,Desexed Female,ANDREWS FARM
150982,White,Maltese X,TEDDY,Desexed Male,SMITHFIELD
150983,Black/White,Labrador Retriever X,ODIE,Male,CRAIGMORE
150984,Tan,Australian Terrier X,OSCAR,Male,CRAIGMORE
150987,Black/White,Jack Russell Terrier,JACK,Desexed Male,HILLBANK
150989,Black /Tan,Staffordshire Bull Terrier X,KAOS,Female,SMITHFIELD
150990,Tri-Colored,Collie (Rough),SIDNEY,Male,ELIZABETH NORTH
150993,Blue,Australian Cattle Dog,CAIN,Male,ANGLE VALE
150994,Black/White,Cocker Spaniel,BANDIT,Male,CRAIGMORE
150996,Black/White,Maltese X,LITTLE ONE,Female,ANDREWS FARM
150997,Tri-Colored,Pomeranian,LAYYLA,Female,ELIZABETH NORTH
151000,Black/White,German Shepherd Dog X,DAISY,Female,BLAKEVIEW
151001,Caramel,Shih Tzu,MUFFIN,Female,ANDREWS FARM
151002,White,Shih Tzu,Minnie,Desexed Female,ANDREWS FARM
151004,Tri-Colored,Maltese X,Max,Desexed Male,ANDREWS FARM
151005,Black /Tan,Australian Shepherd X,Wilfred,Male,SMITHFIELD PLAINS
151006,Brindle,Staffordshire Bull Terrier,ABBIGAIL,Desexed Female,ELIZABETH DOWNS
151011,Black/White,Chihuahua X,TODD,Male,CRAIGMORE
151012,Tri-Colored,Fox Terrier (Smooth),WIDGET,Desexed Male,DAVOREN PARK
151013,White/Brown,Maltese X,BONNIE,Desexed Female,BLAKEVIEW
151014,Tan,X Breed,EMILY,Desexed Female,BLAKEVIEW
151017,Brown/White,Bulldog,Beau,Male,SAMPSON FLAT
151018,Black,Dachshund,VITA,Desexed Female,BLAKEVIEW
151019,Brown,Bulldog,Roxy,Desexed Female,SAMPSON FLAT
151020,Black/White,Maltese X,Sebastian,Desexed Male,SAMPSON FLAT
151021,Cream,Golden Retriever,Sam,Male,HILLBANK
151022,Black /Tan,Australian Kelpie X,SONNY,Male,HILLBANK
151023,Red,Rhodesian Ridgeback,BUDDIE,Desexed Male,ANGLE VALE
151024,Chocolate,Border Collie,WILLOW,Female,GOULD CREEK
151025,Black,Border Collie X,SCOUT,Desexed Female,DAVOREN PARK
151034,White,Maltese X,BELLA,Desexed Female,DAVOREN PARK
151036,Brown/White,Border Collie,RUSTY,Desexed Male,ELIZABETH EAST
151038,Black/White,Australian Kelpie X,REX,Male,CRAIGMORE
151039,Black/Tan/White,Fox Terrier (Smooth),Gale,Male,MUNNO PARA
151041,Cream,Maremma Sheepdog,ROSE,Desexed Female,ONE TREE HILL
151046,Brown/White,Staffordshire Bull Terrier X,DIESEL,Male,ANGLE VALE
151047,Tan/White,American Staffordshire Terrier,HOLLY,Desexed Female,MACDONALD PARK
151048,Black/White,Cavalier King Charles Spaniel,SAXON,Desexed Male,CRAIGMORE
151050,Cream,Chihuahua,CONCHITA,Female,ELIZABETH SOUTH
151053,Tan,Australian Terrier X,SCRAPPY,Desexed Male,ULEYBURY
151056,Tan/White,Jack Russell Terrier X,TIFFANY,Desexed Female,BLAKEVIEW
151058,Cream,Golden Retriever,MURRAY,Male,BLAKEVIEW
151063,Brindle,Staffordshire Bull Terrier,Tebow,Male,ELIZABETH GROVE
151066,White,Boxer,Jax,Male,CRAIGMORE
151067,Black,Great Dane X,Spencer,Male,ELIZABETH DOWNS
151069,Blue/Roan,Cocker Spaniel,Sambhor Alexis (Lexi),Desexed Female,CRAIGMORE
151070,White/Black,Tenterfield Terrier,CHARLIE,Desexed Male,ELIZABETH VALE
151071,Liver,Pointer,CHELSEA,Desexed Female,MUNNO PARA WEST
151073,White,Maltese X,Monty,Male,ELIZABETH PARK
151074,Tan/White,Boxer,ANGUS,Desexed Male,MUNNO PARA WEST
151075,Black/White,Border Collie,SASHA,Desexed Female,MUNNO PARA WEST
151080,Black /Tan,Dachshund,HARLEY,Desexed Female,ELIZABETH EAST
151081,Red,Dachshund,RUNCKLE,Male,ELIZABETH EAST
151082,White,Maltese X,CHARLIE,Female,CRAIGMORE
151083,Black/White,Shih Tzu X,WHISKEY,Male,MUNNO PARA
151084,Black /Tan,German Shepherd Dog X,JAGER,Male,DAVOREN PARK
151085,Tri-Colored,Beagle X,HOLLY,Desexed Female,MUNNO PARA WEST
151087,Black/White,Border Collie,TESS,Desexed Female,VIRGINIA
151088,Tri-Colored,Australian Kelpie X,ZULU,Desexed Female,VIRGINIA
151089,Tan/White,Tenterfield Terrier X,BUSTER,Male,MUNNO PARA WEST
151091,White/Brown,Jack Russell Terrier,VIXEN,Desexed Female,ELIZABETH SOUTH
151096,Tan/Black,German Shepherd Dog X,GRIFFIN,Desexed Male,ANDREWS FARM
151097,Brindle,Staffordshire Bull Terrier X,ROXY,Female,SMITHFIELD
151098,White/Brown,Jack Russell Terrier,JACK,Desexed Male,BLAKEVIEW
151100,Black /Tan,German Shepherd Dog,KOBY,Male,BLAKEVIEW
151101,Apricot,Poodle,TOBY,Desexed Male,CRAIGMORE
151102,Black,Australian Kelpie X,MATE,Desexed Male,BLAKEVIEW
151103,Red,Poodle,CADDIE,Desexed Female,CRAIGMORE
151105,Gold,Golden Retriever X,GOLDIE,Desexed Male,HILLBANK
151106,Red/Tan,Cavalier King Charles Spaniel,COCO,Desexed Male,DAVOREN PARK
151107,Black,Labrador Retriever,CHLOE,Female,ANDREWS FARM
151108,Black,Labrador Retriever,MERLIN,Male,ANDREWS FARM
151109,Black/White,Staffordshire Bull Terrier,MADDI,Desexed Female,BLAKEVIEW
151110,Black/White,Border Collie,SAM,Desexed Female,CRAIGMORE
151111,Gold,Golden Retriever,CAMMCAMM,Desexed Male,VIRGINIA
151112,Brown/White,Maltese X,Buster,Desexed Male,CRAIGMORE
151114,Tan,Staffordshire Bull Terrier X,ROLLY,Desexed Male,SMITHFIELD
151115,White,Labrador Retriever,MADDIE,Desexed Female,SMITHFIELD
151116,Tan/Black,German Shepherd Dog,Leo,Desexed Male,ONE TREE HILL
151118,Black/Grey,Maltese X,ROCKY,Male,DAVOREN PARK
151119,Brown/White,Cavalier King Charles Spaniel,PADME,Female,CRAIGMORE
151121,Tan/White,Papillon,ALI,Male,ELIZABETH PARK
151122,Brindle/White,Bulldog,MAJOR,Male,HILLBANK
151123,Tan,Shar Pei,Fang,Male,ELIZABETH DOWNS
151124,Black,Shar Pei,Lunar,Female,ELIZABETH DOWNS
151125,Tan,Mastiff X,BANJO,Male,MUNNO PARA WEST
151126,Tri-Colored,Beagle,SHADOW,Desexed Female,MUNNO PARA WEST
151129,Black/White,Maltese X,Mitzy,Desexed Female,ELIZABETH PARK
151131,Tri-Colored,Tenterfield Terrier,BOOTS,Male,ELIZABETH GROVE
151134,Black /Tan,Border Collie X,KELLI,Female,ELIZABETH SOUTH
151136,Brindle,Staffordshire Bull Terrier,BYAMEE,Desexed Male,ELIZABETH PARK
151138,Tan,Pug X,ODIE,Male,CRAIGMORE
151139,Black,Curly Coated Retriever X,BENSON,Male,CRAIGMORE
151141,Brown/Brindle,American Staffordshire Terrier,KHLOE,Desexed Female,BLAKEVIEW
151143,Fawn,Mastiff,BAILEY,Desexed Female,BLAKEVIEW
151144,Black/White,Staffordshire Bull Terrier X,DOOMA,Female,DAVOREN PARK
151145,Red,Boxer,KIRRA,Desexed Female,HILLBANK
151147,Black,Labrador Retriever X,BELLA,Desexed Female,ELIZABETH DOWNS
151148,Blenheim,King Charles Spaniel,MIA,Female,ELIZABETH EAST
151149,Black/White,Akita,PANDA,Male,DAVOREN PARK
151150,Black/White,Border Collie X,MAX,Desexed Male,CRAIGMORE
151152,Red,Boxer,LILA MCGUINESS,Female,HILLBANK
151154,Black,Labrador Retriever,ZEPPELIN,Desexed Male,MUNNO PARA WEST
151156,Black,Border Collie X,JACKIE ANTONIOU,Desexed Female,ANDREWS FARM
151157,Black,Labrador Retriever X,WINNIE,Female,CRAIGMORE
151161,Black/Tan/White,Fox Terrier (Smooth)  X,HOG,Female,ELIZABETH DOWNS
151162,Black/White,Chihuahua,jack,Desexed Male,ELIZABETH DOWNS
151163,White,Chihuahua,alf,Desexed Male,ELIZABETH DOWNS
151164,Brindle,Bullmastiff X,REBEL,Female,SMITHFIELD
151165,White/Brown,Jack Russell Terrier,Bella,Female,SMITHFIELD PLAINS
151166,Silver,Mastiff,ODIN,Male,ELIZABETH EAST
151167,Brown,Staffordshire Bull Terrier,SHADOW,Female,ELIZABETH EAST
151168,White,Maltese X,CHEEKY GIRL (SNOWY),Female,DAVOREN PARK
151169,White/Black,Maltese X,Cecil,Female,ELIZABETH SOUTH
151170,Black /Tan,Belgian Shepherd Dog,Shadow,Female,ELIZABETH SOUTH
151173,Gold,Golden Retriever X,MURPHY,Desexed Male,CRAIGMORE
151175,Black/Grey,Schnauzer (Miniature) X,CHILLI,Desexed Female,MUNNO PARA
151178,White,Maltese X,SHEILA,Female,ELIZABETH SOUTH
151179,Tri-Colored,Jack Russell Terrier X,BRUCE,Desexed Male,ELIZABETH SOUTH
151180,Black,Labrador Retriever,PENNY,Desexed Female,CRAIGMORE
151186,Black /Tan,Rottweiler,LEXIE,Female,ANGLE VALE
151188,Black/White,Jack Russell Terrier,LILLY,Female,ELIZABETH NORTH
151191,Tri-Colored,Beagle X,BANDIT,Desexed Male,CRAIGMORE
151192,Black /Tan,Australian Terrier X,Jasper,Desexed Male,CRAIGMORE
151193,Tan/White,Australian Kelpie X,Abby,Desexed Female,ELIZABETH PARK
151194,Black,Labrador Retriever,JEt,Desexed Male,BLAKEVIEW
151198,Blue/Roan,Australian Cattle Dog,TURBO,Desexed Male,ELIZABETH VALE
151199,Tri-Colored,Jack Russell Terrier X,BUDDY,Male,ELIZABETH GROVE
151200,Brown/White,Beagle,ELLIE BOND,Female,CRAIGMORE
151201,Tan,Chihuahua X,CASSIE,Desexed Female,CRAIGMORE
151202,Black /Tan,Dobermann X,MISSY,Female,ELIZABETH NORTH
151205,Black,Australian Kelpie X,Millie,Desexed Female,HUMBUG SCRUB
151206,Tri-Colored,Beagle,COSMO,Male,CRAIGMORE
151207,Gold,Labrador Retriever,ROSIE,Desexed Female,CRAIGMORE
151208,Brown/White,Staffordshire Bull Terrier X,SNORLAX,Female,BLAKEVIEW
151209,Black/White,Shih Tzu,CRUISE,Desexed Male,MUNNO PARA
151211,Brown/White,Jack Russell Terrier X,JACK,Desexed Male,ELIZABETH
151212,Black/White,Maltese X,PUMBAH,Desexed Female,ELIZABETH DOWNS
151213,Brown,Bull Terrier X,LENNY,Male,ELIZABETH DOWNS
151217,Brown,Labrador Retriever,BEAR,Desexed Male,MUNNO PARA WEST
151219,Brown,X Breed,WICKET,Male,CRAIGMORE
151224,Black/Brown,Rottweiler,MAYDINA,Female,ELIZABETH SOUTH
151225,Tan,German Shepherd Dog X,BOSS,Male,CRAIGMORE
151226,White,Dalmation X,BUDDY,Male,CRAIGMORE
151230,White/Grey/Apricot,Maltese,Scrappy,Male,SMITHFIELD PLAINS
151231,Brown/White,Jack Russell Terrier,LEVI,Desexed Male,CRAIGMORE
151232,Tri-Colored,Australian Cattle Dog X,TESSA,Female,ELIZABETH NORTH
151233,Brown/White,Maltese X,KUMHO,Desexed Male,PENFIELD GARDENS
151234,Black/White,Australian Cattle Dog X,SPIRIT,Desexed Female,BLAKEVIEW
151236,Brindle,Staffordshire Bull Terrier X,BUDDY,Male,DAVOREN PARK
151237,Brown,Maltese X,PATTY,Female,BLAKEVIEW
151239,Black,Shar Pei,ripley,Desexed Female,ELIZABETH DOWNS
151240,White,Jack Russell Terrier X,MIA,Female,BLAKEVIEW
151241,Red,Mastiff X,HOOCH,Desexed Male,DAVOREN PARK
151242,Black,Labrador Retriever,SAMPSON,Desexed Male,ANDREWS FARM
151243,Cream,Labrador Retriever,hudson,Desexed Male,ANDREWS FARM
151244,Black,Fox Terrier (Wire),SHANTI,Female,ELIZABETH PARK
151245,Apricot,King Charles Spaniel X,SPARKY,Desexed Male,HILLBANK
151246,Black/White,Dalmation,CHLOE,Desexed Female,BUCKLAND PARK
151247,Black,Labrador Retriever,NERO,Male,BLAKEVIEW
151248,White,Bulldog,MIGHTOR,Male,ELIZABETH PARK
151249,Tri-Colored,Jack Russell Terrier X,INDY,Desexed Female,MUNNO PARA
151250,White,Bull Terrier,STORM,Female,ELIZABETH PARK
151251,Chocolate,Labrador Retriever,BELLA,Female,MUNNO PARA
151252,White,Jack Russell Terrier X,TURBO,Male,CRAIGMORE
151253,White,Maltese X,SOOKIE,Desexed Female,CRAIGMORE
151255,Gold,Labrador Retriever,DOC,Male,MUNNO PARA WEST
151256,Gold,Labrador Retriever X,Gabby,Desexed Female,BLAKEVIEW
151257,Black /Tan,Australian Kelpie,KOAS,Male,ELIZABETH PARK
151258,Black /Tan,Chihuahua,WOMBLES,Desexed Male,MUNNO PARA
151260,Black,Australian Cattle Dog X,STING,Desexed Male,CRAIGMORE
151262,Tan,Staffordshire Bull Terrier X,JENNA,Female,BLAKEVIEW
151266,White,Maltese X,ANNEY,Desexed Female,SMITHFIELD
151267,White,Siberian Husky,Dakota,Desexed Female,ANDREWS FARM
151268,Grey/White,Maltese X,DUSTIN,Male,ELIZABETH DOWNS
151269,Black /Tan,Australian Cattle Dog X,BING,Female,SMITHFIELD
