Reference,Colour_Description,Breed_Description,Animal_Name,Gender,Suburb
151271,Grey,Weimaraner,APPOLLO,Male,BLAKEVIEW
151272,Gold,Labrador Retriever,GOLD,Male,DAVOREN PARK
151274,Black/Brown,Beagle X,MARLEY,Desexed Female,ELIZABETH
151275,Black/White,Staffordshire Bull Terrier X,BYNDIE,Female,DAVOREN PARK
151278,Black/Brown,Beagle,CHARLIE,Desexed Male,ELIZABETH
151280,Brown,Jack Russell Terrier X,MOLLY,Desexed Female,CRAIGMORE
151281,White,Maltese X,DANNY,Male,DAVOREN PARK
151282,Black,Dalmation X,OPIE,Male,ELIZABETH EAST
151286,Black/White,Staffordshire Bull Terrier X,KIMURA,Female,MUNNO PARA WEST
151287,White,Jack Russell Terrier,PIPPA,Female,BLAKEVIEW
151288,Black,Australian Cattle Dog X,BLACK,Female,MUNNO PARA WEST
151289,Tan/White,Siberian Husky,CHARLIE,Female,ELIZABETH PARK
151290,Black /Tan,Rottweiler,CASH,Female,CRAIGMORE
151292,Brindle,Mastiff X,KONAN,Desexed Male,ANDREWS FARM
151294,Black/White,Maltese,HARVEY,Desexed Male,BLAKEVIEW
151298,White/Brown,Jack Russell Terrier,COSMO,Desexed Male,DAVOREN PARK
151299,Brindle,Staffordshire Bull Terrier,ZAC,Desexed Male,DAVOREN PARK
151300,Black/White,Maltese X,BRUNO,Male,DAVOREN PARK
151302,Tan/White,Boxer X,DICK,Male,ELIZABETH VALE
151306,Brindle,Bullmastiff X,JAKE,Male,ANGLE VALE
151307,Tan/White,Dogue De Bordeaux,NED,Male,ELIZABETH NORTH
151309,Black/White,Maltese X,BELLA,Desexed Female,HILLBANK
151310,White,Maltese X,BORIS,Desexed Male,HILLBANK
151311,White,Australian Cattle Dog X,ABBY,Desexed Female,VIRGINIA
151313,Black/Tan/White,Maltese X,MILLER,Male,CRAIGMORE
151314,White,Maltese X,MILOJKO,Male,ELIZABETH DOWNS
151316,Black/White,Fox Terrier (Smooth),TOMY,Male,ANDREWS FARM
151317,Black/White,Fox Terrier (Smooth),TINKERBELL,Desexed Female,ANDREWS FARM
151318,Black,Great Dane,DOUG,Male,ANDREWS FARM
151319,Brown/White,Jack Russell Terrier X,OSCAR,Desexed Male,MUNNO PARA WEST
151322,Chocolate,Shar Pei,ROXY,Female,ELIZABETH SOUTH
151323,Tan/White,Border Collie,OLLIE,Male,HILLBANK
151325,White/Black,Dalmation,LOLA,Female,ANDREWS FARM
151327,Sable,Pomeranian X,DAISY,Desexed Female,ELIZABETH DOWNS
151329,Black,Chihuahua,LOLA,Desexed Female,ANDREWS FARM
151330,Black/White,Australian Cattle Dog,CHARLEE,Desexed Female,ANDREWS FARM
151331,Fawn,Great Dane,LOLLY,Female,ELIZABETH PARK
151333,White/Brown,Maltese,DODGE,Male,SMITHFIELD
151334,White/Brown,Maltese X,BENJI,Male,ANGLE VALE
151335,Brown,American Staffordshire Terrier Cross,LAYLA,Female,ELIZABETH DOWNS
151336,Black/White,Jack Russell Terrier X,TINY,Desexed Male,DAVOREN PARK
151337,Black,Chihuahua X,EVIE,Desexed Female,DAVOREN PARK
151338,Tan,Maltese X,KARISHMA,Desexed Male,SMITHFIELD
151339,Black/White,Border Collie X,SOX,Desexed Male,BLAKEVIEW
151340,Black/White,Border Collie X,ASTA,Desexed Female,BLAKEVIEW
151341,Fawn,Pug,OLLIE,Male,DAVOREN PARK
151344,Tri-Colored,Beagle,MISHCA,Desexed Female,ANGLE VALE
151345,Tri-Colored,Beagle,ISLA,Female,ANGLE VALE
151346,Fawn,Staffordshire Bull Terrier,MOLLY,Desexed Female,BLAKEVIEW
151347,White/Red,Australian Cattle Dog,PEARLEE,Female,ELIZABETH DOWNS
151349,Brown,Hungarian Vizsla X,LILY,Female,BLAKEVIEW
151350,Brown,German Shorthaired Pointer,CARLY,Female,CRAIGMORE
151351,Tan,Alaskan Malamute,KODA,Male,DAVOREN PARK
151353,Grey/White,Maltese X,DASH,Male,ELIZABETH DOWNS
151355,Tan,Chihuahua X,LUCY,Desexed Female,CRAIGMORE
151357,White,Samoyed,LEXI FERGUSON,Desexed Female,CRAIGMORE
151361,White,Siberian Husky,BUNDY,Male,EDINBURGH NORTH
151363,Black/White,Fox Terrier (Smooth),FILLETT,Desexed Female,BLAKEVIEW
151364,Tan/White,Jack Russell Terrier,CUTLET,Desexed Female,BLAKEVIEW
151367,Black/White,Siberian Husky,MISCHKA,Desexed Female,BLAKEVIEW
151368,Tan/White,Maltese X,SARRI,Female,BLAKEVIEW
151369,Black,Labrador Retriever,EBONY,Desexed Female,MUNNO PARA WEST
151370,Roan,Australian Cattle Dog X,MARLEY,Male,ELIZABETH SOUTH
151380,Black/White,Maltese X,Cindi,Female,ONE TREE HILL
151381,Brindle,Greyhound,SAMANTHA,Female,DAVOREN PARK
151383,White,West Highland White Terrier X,HAMISH,Desexed Male,MUNNO PARA
151384,White,West Highland White Terrier X,SANDY,Desexed Male,MUNNO PARA
151387,Tan/White,Jack Russell Terrier,JESSIE,Female,ELIZABETH NORTH
151389,Black/White,Tenterfield Terrier,BETINA,Female,ANDREWS FARM
151390,Gold,Labrador Retriever,BROOKLYN,Female,MUNNO PARA WEST
151395,Tan/White,Chihuahua,MISSY,Female,ELIZABETH EAST
151396,White,Siberian Husky,MOLLY,Desexed Female,BLAKEVIEW
151397,Brown,Australian Kelpie,PUPPY,Desexed Male,CRAIGMORE
151398,Blenheim,King Charles Spaniel,GIZMO,Male,CRAIGMORE
151399,White,Belgian Shepherd Dog,NEEKA,Desexed Female,MUNNO PARA WEST
151400,Chocolate,Labrador Retriever,FUDGE SANDELL,Male,CRAIGMORE
151403,Tan/White,Beagle X,ZOE,Female,ANGLE VALE
151406,Brindle,Rottweiler X,AYLA,Female,DAVOREN PARK
151407,Red,Australian Cattle Dog X,MALE,Male,ELIZABETH DOWNS
151408,Cream,Poodle (Miniature),RUSTY,Male,HILLBANK
151409,Blue,Staffordshire Bull Terrier,SHILOH,Female,DAVOREN PARK
151410,Black/White,Border Collie,BANJO,Male,DAVOREN PARK
151412,Black,Australian Kelpie X,CLOE,Desexed Female,CRAIGMORE
151414,Tri-Colored,Shih Tzu,SHADOW,Female,DAVOREN PARK
151415,Grey/White,Shih Tzu,BUDDY,Desexed Male,DAVOREN PARK
151416,Tan/White,Bulldog,ANGUS,Male,CRAIGMORE
151420,Black,French Bulldog X,PADDY,Female,BLAKEVIEW
151421,Brown/Black,Maltese X,Alfie,Desexed Male,ELIZABETH VALE
151422,White,Maltese X,Molly,Desexed Female,ELIZABETH VALE
151423,White,American Staffordshire Terrier,Nala,Female,SMITHFIELD
151424,Black,Shar Pei,Mekka,Female,SMITHFIELD
151426,Red,Australian Cattle Dog,RIPPER,Desexed Male,CRAIGMORE
151427,White,Maltese,KOBY,Desexed Male,MUNNO PARA
151428,Brindle,Staffordshire Bull Terrier X,AERIAL,Female,ELIZABETH PARK
151429,White,Maltese X,REGI,Desexed Male,BLAKEVIEW
151431,Gold,German Shepherd Dog,SIMBA,Desexed Male,MACDONALD PARK
151432,Grey/White,Siberian Husky,GROWLITHE,Male,BLAKEVIEW
151433,Tan/White,Staffordshire Bull Terrier,DENNIS,Desexed Male,SMITHFIELD
151435,Black /Tan,Rottweiler,JAEB,Desexed Male,ELIZABETH GROVE
151437,Tan,Pomeranian X,BUDDA,Desexed Male,ANDREWS FARM
151439,Black/Brown,Australian Kelpie X,GEMMA,Desexed Female,MUNNO PARA WEST
151440,Black /Tan,Australian Kelpie,TASH KEOGH,Desexed Female,MUNNO PARA WEST
151441,Apricot,Poodle X,OLLIE,Desexed Male,BLAKEVIEW
151442,Black/Brown,Maltese X,MILLIE,Desexed Female,BLAKEVIEW
151443,Tan/Brindle,Deerhound X,STELLA,Desexed Female,BLAKEVIEW
151444,Tri-Colored,Beagle,MAX,Desexed Male,ELIZABETH DOWNS
151447,Gold,Labrador Retriever X,HEIDI,Desexed Female,ANGLE VALE
151449,White,Maltese,BEN,Desexed Male,ELIZABETH PARK
151451,Tan/Black,Rottweiler,cheeky,Desexed Female,CRAIGMORE
151452,Brindle,Irish Wolfhound,KATO,Male,SMITHFIELD PLAINS
151453,Tri-Colored,Beagle,BART,Desexed Male,BLAKEVIEW
151454,White,West Highland White Terrier X,OSCAR,Desexed Male,BLAKEVIEW
151455,Red,Poodle X,RUBY,Desexed Female,BLAKEVIEW
151457,White/Brindle,Jack Russell Terrier,JACK,Male,HILLBANK
151459,Gold,Labrador Retriever,SAM,Desexed Male,ELIZABETH GROVE
151461,White,Bull Terrier,Rosey,Desexed Female,ELIZABETH PARK
151462,Gold,Poodle X,ELLA STEVENS,Female,CRAIGMORE
151463,White/Black,Maltese X,OLLIE BAKER,Desexed Male,ANGLE VALE
151465,Black,Australian Kelpie X,INDIE,Female,MUNNO PARA
151466,Tan,Australian Silky Terrier X,Phoebe,Female,CRAIGMORE
151468,White,Shih Tzu X,BELLA,Female,MUNNO PARA
151469,Gold,Labrador Retriever,MERSEY,Female,BLAKEVIEW
151470,Black,Labrador Retriever X,BAILEY,Desexed Male,ULEYBURY
151471,Grey/White,Maltese X,TYE,Male,SMITHFIELD
151472,Sable,Havanese,MILO,Desexed Male,ANDREWS FARM
151475,Grey/White,Siberian Husky,JACCOB DOW (JD),Male,ANGLE VALE
151476,Chocolate,Staffordshire Bull Terrier X,TILLIE,Desexed Female,CRAIGMORE
151477,Black,Labrador Retriever,Zac,Desexed Male,HILLBANK
151478,White,Maremma Sheepdog,Wally,Desexed Male,HILLBANK
151479,Black /Tan,Rottweiler,OAKLEY CHALLENOR,Female,SMITHFIELD PLAINS
151480,Tan/White,Chihuahua,Angel,Female,ELIZABETH EAST
151481,Tan/White,Jack Russell Terrier,Tango,Desexed Male,ELIZABETH EAST
151482,Black/Grey,Shih Tzu X,Ziggy,Male,HILLBANK
151483,Black,Labrador Retriever,Lulu Anderson,Desexed Female,MUNNO PARA WEST
151486,Black/Brindle,Staffordshire Bull Terrier,BEAU,Desexed Female,HILLBANK
151487,Black /Tan,Australian Kelpie,SAM,Male,ELIZABETH EAST
151488,Gold,Golden Retriever,MOE,Male,CRAIGMORE
151489,Brown/White,Maltese,ROCKY,Male,ELIZABETH PARK
151490,Brindle/White,American Staffordshire Terrier Cross,Bella,Desexed Female,HILLBANK
151492,Black,Maltese X,Holly,Desexed Female,ELIZABETH PARK
151494,Tan/White,Staffordshire Bull Terrier X,SUZIE,Desexed Female,DAVOREN PARK
151495,White,Maltese X,Miley,Desexed Female,ANGLE VALE
151496,Black,Poodle (Miniature) X,JET,Desexed Male,ELIZABETH VALE
151497,Gold,Golden Retriever,ORA,Female,ANDREWS FARM
151500,Black,Australian Kelpie X,NALA,Desexed Female,ANDREWS FARM
151501,Tan/White,Australian Terrier X,RUBY,Desexed Female,ELIZABETH EAST
151502,Black,Mastiff X,HARPER,Female,HILLBANK
151505,Brown,Mastiff X,MISTY,Female,CRAIGMORE
151506,Brown/White,Siberian Husky X,SHIANNE,Female,CRAIGMORE
151507,Black/White,Pug X,CUDDLES,Female,SMITHFIELD PLAINS
151508,Black,Pug,jaspa,Female,SMITHFIELD PLAINS
151509,Black/White,Staffordshire Bull Terrier,Dusty,Male,DAVOREN PARK
151511,Tan,Cocker Spaniel X,LILLY STEWART,Female,CRAIGMORE
151512,Black,Staffordshire Bull Terrier X,SHAZZA,Desexed Female,BLAKEVIEW
151513,Brindle,Mastiff,Savs,Male,ELIZABETH GROVE
151517,Black/Brown,Beagle X,BENTLEY GOMES,Desexed Male,BLAKEVIEW
151518,Tan/White,Jack Russell Terrier X,PUMPKIN GOMES,Male,BLAKEVIEW
151519,Tri-Colored,Australian Shepherd,BOBBIE,Desexed Male,ELIZABETH VALE
151522,White,West Highland White Terrier,WILLIE,Desexed Male,HILLBANK
151523,White,Maltese X,ELLIE,Female,MUNNO PARA
151524,Tan,Australian Terrier X,ARCHIE,Desexed Male,ANDREWS FARM
151525,Black /Tan,Rottweiler,DAISY,Female,MACDONALD PARK
151529,White,Bichon Frise,RUBY GRACE,Desexed Female,ULEYBURY
151532,Black /Tan,Rottweiler,ABBY,Desexed Female,ELIZABETH PARK
151533,Grey/White,Maltese X,MIA,Desexed Female,ELIZABETH EAST
151535,Brown,Chihuahua,TROUBLE,Desexed Female,ELIZABETH PARK
151536,White,Chihuahua,GYPSY,Desexed Female,ELIZABETH PARK
151537,Brindle,Staffordshire Bull Terrier,VOSS,Desexed Male,MUNNO PARA
151539,Black/White,Jack Russell Terrier,Lady,Female,DAVOREN PARK
151540,Black /Tan,Australian Kelpie,Shanti,Female,DAVOREN PARK
151541,Black,Jack Russell Terrier,Nygellah,Female,DAVOREN PARK
151542,Tan,Cavalier King Charles Spaniel X,Toby,Male,BLAKEVIEW
151543,White,Maltese X,HOLLY ANDERSON,Desexed Female,MUNNO PARA WEST
151544,Black/Sable,Pomeranian X,BUDDY,Male,ELIZABETH EAST
151547,White,Maltese X,SPIKE,Desexed Male,HILLBANK
151548,Brindle,Staffordshire Bull Terrier,MACK,Male,DAVOREN PARK
151550,Black/White,Border Collie X,DAPHNE,Desexed Female,CRAIGMORE
151551,White/Brown,Chihuahua,MIYA,Desexed Female,ELIZABETH DOWNS
151552,White,Maltese X,MARLEY,Male,MUNNO PARA
151553,Red,Australian Cattle Dog,BONNIE,Desexed Female,ELIZABETH PARK
151554,Blenheim,Cavalier King Charles Spaniel,FRANK,Desexed Male,VIRGINIA
151556,Black/White,Staffordshire Bull Terrier X,BEAR,Male,DAVOREN PARK
151557,Black /Tan,Rottweiler,MAX,Male,ELIZABETH EAST
151558,Black /Tan,German Shepherd Dog,RAJAH,Male,HUMBUG SCRUB
151559,Brindle,Mastiff X,LU-LI,Female,CRAIGMORE
151560,White,American Staffordshire Terrier,PATCH,Male,SMITHFIELD PLAINS
151562,Black/Grey,Siberian Husky X,KODA,Female,ANDREWS FARM
151563,White,Bull Terrier,UNIT,Male,CRAIGMORE
151565,Tan/White,Jack Russell Terrier X,JUNIOR,Desexed Male,MUNNO PARA WEST
151567,Red,Staffordshire Bull Terrier,JACK,Male,ELIZABETH DOWNS
151568,Tri-Colored,Maltese X,Bella,Desexed Female,ANDREWS FARM
151569,Brown/White,Staffordshire Bull Terrier X,SAMMIE,Female,CRAIGMORE
151571,Brindle,Boston Terrier X,BELLA,Desexed Female,ELIZABETH EAST
151572,White/Black,Maltese X,SALVATOR,Desexed Male,BLAKEVIEW
151573,Black,German Shepherd Dog X,PRECIOUS,Desexed Female,ELIZABETH VALE
151574,Black,Labrador Retriever,DANNY,Male,ELIZABETH DOWNS
151575,Brown/White,American Staffordshire Terrier,LILLY,Desexed Female,SMITHFIELD
151577,Tan/White,Cavalier King Charles Spaniel,Poppi,Desexed Female,ELIZABETH GROVE
151578,Brown/White,Jack Russell Terrier,Buddy,Male,ELIZABETH EAST
151579,Black,Shih Tzu X,Cookie,Desexed Female,ELIZABETH VALE
151582,Red,Staffordshire Bull Terrier,RUBY,Female,CRAIGMORE
151583,Black /Tan,Airedale Terrier,ANIKA,Desexed Female,HILLBANK
151586,Black,X Breed,MOLLY,Female,ELIZABETH EAST
151587,White,X Breed,FROSTY,Female,ELIZABETH EAST
151589,Chocolate,Labrador Retriever,BAXTER,Male,BLAKEVIEW
151590,Tan,American Staffordshire Terrier Cross,RUBI,Desexed Male,BLAKEVIEW
151591,Gold,Shih Tzu X,PARIS,Desexed Female,PENFIELD GARDENS
151592,White,Maltese X,BOB,Male,DAVOREN PARK
151594,Tan,Staffordshire Bull Terrier X,WINNIE,Female,ANDREWS FARM
151595,Tan,Cocker Spaniel,HOLLY,Female,BLAKEVIEW
151596,White,Maltese X,BUNDY,Male,CRAIGMORE
151599,Black/White,Border Collie,CASSIE,Female,SMITHFIELD PLAINS
151604,Fawn,Chihuahua,BUDDY,Male,ELIZABETH GROVE
151606,Black,Maltese,Shadow,Female,ELIZABETH PARK
151609,Black/White,Dalmation,ELLIE MAE,Desexed Female,ANDREWS FARM
151610,Fawn,Staffordshire Bull Terrier,Diesel,Male,BLAKEVIEW
151615,Brindle,Rottweiler X,IZZY,Female,ELIZABETH DOWNS
151616,Tan/White,Australian Terrier,LILLY,Female,BLAKEVIEW
151617,Black,Cocker Spaniel,JAKEB EVANS,Desexed Male,HILLBANK
151619,Brindle/White,American Staffordshire Terrier Cross,COCO,Desexed Female,ELIZABETH EAST
151620,Tri-Colored,Rhodesian Ridgeback X,BONNY,Desexed Female,ANGLE VALE
151621,Chocolate,Labrador Retriever X,NESSIE,Desexed Female,CRAIGMORE
151625,Black/White,Collie (Rough),KIZZY,Desexed Female,MACDONALD PARK
151626,Cream/Black,Pomeranian,BUDDIE,Desexed Male,MACDONALD PARK
151629,Blue/Roan,Australian Cattle Dog,DIESEL,Desexed Male,ELIZABETH PARK
151630,Black/White,Maltese X,PIXIE,Desexed Female,CRAIGMORE
151631,Black /Tan,German Shepherd Dog,ANOUSKA,Desexed Female,ANDREWS FARM
151632,Black,Staffordshire Bull Terrier,NEVILLE,Male,MUNNO PARA
151633,White,Beagle X,AVA,Desexed Female,MUNNO PARA
151635,Black /Tan,Pomeranian X,HOLLY,Desexed Female,ELIZABETH VALE
151636,Black /Tan,German Shepherd Dog,AMY,Desexed Female,ANDREWS FARM
151637,Black,German Shepherd Dog X,GOONG-GOONG,Female,ELIZABETH NORTH
151641,Blue,Australian Cattle Dog,BUNGIE,Male,DAVOREN PARK
151645,Tan/White,Maltese X,WICKET COWAN,Male,MUNNO PARA
151646,Sable/Brown,Australian Terrier X,Bonney,Desexed Female,ELIZABETH DOWNS
151649,Black /Tan,X Breed,AREK,Male,ELIZABETH EAST
151651,Tan,American Staffordshire Terrier Cross,Cliff Junior,Male,ELIZABETH EAST
151653,Sable,Collie (Rough),MERLIN,Male,ELIZABETH VALE
151654,Tan/White,Maltese X,LADY,Desexed Female,ELIZABETH VALE
151655,Tan,Bullmastiff X,RUBY-SUE,Female,BLAKEVIEW
151657,Brown/White,Maltese X,PRICILLA,Desexed Female,ONE TREE HILL
151658,Brindle/White,Bulldog,CORKY,Desexed Female,CRAIGMORE
151659,Tan,Bulldog,TESSIE,Female,ELIZABETH EAST
151662,Tan/White,Staffordshire Bull Terrier X,BRUTUS,Male,CRAIGMORE
151663,Brindle/White,Boxer,ZOE,Female,ULEYBURY
151664,Cream,Shar Pei,ASHLEE,Female,MUNNO PARA WEST
151665,Black,Border Collie X,KUTA,Desexed Male,ELIZABETH PARK
151666,White,Maremma Sheepdog,LUCIAN,Desexed Male,ELIZABETH PARK
151667,Black /Tan,German Shepherd Dog X,REX,Male,ELIZABETH DOWNS
151670,Tan/White,Australian Kelpie X,TESS,Female,ELIZABETH DOWNS
151671,Tan,X Breed,BUSTER,Male,ELIZABETH DOWNS
151672,Black,Labrador Retriever,PENNY,Female,ELIZABETH VALE
151673,Brown,Staffordshire Bull Terrier X,BUDDY,Male,SMITHFIELD PLAINS
151674,Tan/Black,Australian Terrier X,COOPER,Desexed Male,ELIZABETH EAST
151676,Red,Dachshund (Miniature),WINSTON,Desexed Male,MUNNO PARA WEST
151678,Red,Dachshund (Miniature),SOLO,Desexed Male,MUNNO PARA WEST
151680,Apricot,Mastiff,AUGUSTUS GLOOP,Desexed Male,HILLBANK
151683,Tan,Fox Terrier (Smooth)  X,Chester,Desexed Male,ELIZABETH DOWNS
151685,Black/White,Border Collie,J.J,Desexed Male,ULEYBURY
151691,Brown,Rottweiler X,SAMMY,Male,ELIZABETH PARK
151692,Tan/White,Jack Russell Terrier X,ZOE,Desexed Female,HILLBANK
151693,White,Poodle X,ELLY,Desexed Female,HILLBANK
151694,Tan,Staffordshire Bull Terrier X,THRILLER,Male,VIRGINIA
151696,Black/White,Greyhound,SAM,Desexed Male,ELIZABETH PARK
151697,White,Maltese X,ELVIS,Desexed Male,ELIZABETH GROVE
151698,Sable/Brown,Boxer X,AXLE,Desexed Male,CRAIGMORE
151699,White/Brown,Maltese X,BENTLEY,Male,ANDREWS FARM
151700,Red,Cavalier King Charles Spaniel,Armani,Female,ANDREWS FARM
151701,Black /Tan,Cavalier King Charles Spaniel,Chanel,Female,ANDREWS FARM
151702,Gold,Labrador Retriever,WALLY,Male,ELIZABETH VALE
151703,White,Jack Russell Terrier,SALLY,Desexed Female,ELIZABETH NORTH
151704,Black,Poodle,MEMPHIS,Desexed Male,ELIZABETH PARK
151708,Black,Rottweiler X,BUDDY,Desexed Male,MUNNO PARA WEST
151709,Tan,Maltese X,MONIQUE,Desexed Female,ELIZABETH DOWNS
151710,White/Brown,Jack Russell Terrier X,AUSTIN,Desexed Male,ELIZABETH DOWNS
151711,Black /Tan,Australian Terrier,TILLEY,Desexed Female,BLAKEVIEW
151712,Blenheim,Cavalier King Charles Spaniel,BENNY,Desexed Male,BLAKEVIEW
151713,White,Chihuahua,PADDY GARDAM,Desexed Male,ANDREWS FARM
151715,Tan/White,Jack Russell Terrier X,GEOFFREY,Male,ANDREWS FARM
151716,Tan/White,Jack Russell Terrier X,DEREK,Male,ANDREWS FARM
151717,Gold,Labrador Retriever,TASIA,Female,ANGLE VALE
151720,White,Cavalier King Charles Spaniel X,MOLLY,Desexed Female,CRAIGMORE
151723,Tan,German Shepherd Dog X,SHADOW,Male,CRAIGMORE
151724,Sable,German Shepherd Dog X,RUSTY,Desexed Male,CRAIGMORE
151725,Tan/Brown,Australian Kelpie X,NALA,Female,VIRGINIA
151730,Black/Brown,Australian Kelpie,Pepper,Desexed Female,ELIZABETH
151731,Gold,Labrador Retriever X,SADIE,Desexed Female,ANGLE VALE
151732,Gold,Labrador Retriever X,POPPY,Desexed Female,ANGLE VALE
151733,Grey/White,Schnauzer (Miniature),OBI,Desexed Male,HILLBANK
151736,Black,American Staffordshire Terrier,DUTCH,Male,CRAIGMORE
151737,Tan,Staffordshire Bull Terrier,SASHA,Desexed Female,ANDREWS FARM
151741,Black,Pomeranian X,BELLA,Desexed Female,SMITHFIELD PLAINS
151744,Black/White,Border Collie,BELLA,Desexed Female,HILLBANK
151752,Black/White,Maltese,SCRAPPY DOO,Desexed Male,ELIZABETH NORTH
151753,Brindle,Staffordshire Bull Terrier,BOOF,Male,ELIZABETH SOUTH
151755,Grey,Alaskan Malamute,ASHLEA,Desexed Female,ELIZABETH DOWNS
151758,Honey,Shih Tzu X,IVY,Desexed Female,MUNNO PARA WEST
151764,White,Jack Russell Terrier X,RUSSLE,Desexed Male,ELIZABETH GROVE
151765,Gold/Brown,Bullmastiff X,HARLEY,Desexed Female,ELIZABETH
151766,Chocolate,Australian Kelpie X,HICCUP,Male,DAVOREN PARK
151767,Black/Tan/White,Australian Cattle Dog X,Nipper,Desexed Male,ELIZABETH GROVE
151769,Tan/White,Dogue De Bordeaux,Dozer,Male,ELIZABETH
151771,Tan/White,Dogue De Bordeaux,Goliath,Male,ELIZABETH
151772,Grey,Weimaraner,KANE,Desexed Male,ONE TREE HILL
151774,Black,Puli,Marlot,Desexed Male,BLAKEVIEW
151775,Black,German Shepherd Dog X,Benny,Male,ANDREWS FARM
151776,Black /Tan,King Charles Spaniel,AMBER,Desexed Female,MUNNO PARA
151777,White,Poodle X,Lucy,Desexed Female,MUNNO PARA
151778,Tan/White,Jack Russell Terrier,BASIL,Desexed Male,BIBARINGA
151779,Tan/White,Jack Russell Terrier,CHESTER,Desexed Male,BIBARINGA
151786,White,Poodle X,SHEILA,Desexed Female,MUNNO PARA WEST
151787,Brindle,Staffordshire Bull Terrier X,BUSTER,Male,ELIZABETH PARK
151790,Black/Brindle,X Breed,Belle,Female,ELIZABETH PARK
151794,Black/Brown,German Shepherd Dog X,ROXY,Desexed Female,VIRGINIA
151798,Black/White,Border Collie X,HARVEY,Desexed Male,YATTALUNGA
151799,Roan,King Charles Spaniel,DEMI,Female,ANDREWS FARM
151800,Black/White,Maltese X,ROOBY,Female,ANDREWS FARM
151801,Tan,Staffordshire Bull Terrier X,BLADE,Male,ELIZABETH DOWNS
151802,Brindle,Staffordshire Bull Terrier X,COCO,Desexed Male,DAVOREN PARK
151804,Tan/White,Chihuahua,,Desexed Female,BLAKEVIEW
151805,Red,Rhodesian Ridgeback,SHEEZA,Desexed Female,ANDREWS FARM
151807,White,Siberian Husky,DIESEL,Male,VIRGINIA
151808,White,Maltese X,lily,Female,SMITHFIELD PLAINS
151809,Brindle,Bull Terrier X,ELLY,Desexed Female,ELIZABETH DOWNS
151812,Light Brown,Cavalier King Charles Spaniel X,Ruby,Desexed Female,ANDREWS FARM
151813,Tan,Leonberger,Danika,Desexed Female,CRAIGMORE
151815,Brindle,Cairn Terrier,Doyle McNulty,Male,HILLBANK
151816,Tri-Colored,American Staffordshire Terrier Cross,TOBY,Male,HILLBANK
151817,Tan,Australian Terrier X,HAMISH,Desexed Male,HILLBANK
151819,Brown,Australian Cattle Dog X,GEORDIE,Desexed Male,ELIZABETH GROVE
151822,Black/White,Maltese X,Norrie,Desexed Male,ULEYBURY
151823,Chocolate,Australian Kelpie,JOJO,Female,DAVOREN PARK
151828,Sable,German Shepherd Dog,DIVA,Female,ELIZABETH EAST
151830,Apricot,Poodle,CHARLOTTE,Desexed Female,HUMBUG SCRUB
151831,White,Maltese X,CALLY,Desexed Female,HUMBUG SCRUB
151832,Red,Australian Kelpie,RUSTY,Male,HUMBUG SCRUB
151833,White,Staffordshire Bull Terrier,MARLAH,Female,MUNNO PARA WEST
151834,Red,Australian Cattle Dog,BOOST,Male,MUNNO PARA WEST
151838,White,Maltese X,PIPPI,Desexed Female,ELIZABETH DOWNS
151839,Tan,American Staffordshire Terrier Cross,RIO,Desexed Male,ELIZABETH DOWNS
151840,Gold,Shar Pei,ANH-DUNG,Male,SMITHFIELD PLAINS
151843,Black /Tan,Rottweiler,ROXY,Female,ELIZABETH SOUTH
151844,Black/White,Border Collie X,ALBIE,Desexed Male,ANGLE VALE
151846,Cream,Shar Pei,BLONDIE,Female,ANGLE VALE
151847,Cream,Labrador Retriever X,LAYDI,Desexed Female,ELIZABETH PARK
151851,Brindle/White,Schnauzer (Miniature),MIA,Female,ELIZABETH EAST
151852,Black/White,Schnauzer (Miniature),TOBY,Male,ELIZABETH EAST
151853,Black /Tan,Pomeranian X,GIZMO,Male,ELIZABETH SOUTH
151854,Tan/White,Cocker Spaniel,CHARLIE BEAR,Male,ELIZABETH EAST
